Genomic bins	SERC_517_10	SERC_517_11	SERC_517_12	SERC_517_13	SERC_517_8	SERC_517_9	SERC_517_6	SERC_517_7	SERC_517_4	SERC_517_5	SERC_517_3	SERC_Zymo_Pos_Control
bin.78	3.49667433085	3.17638275745	0.0554512916976	0.0261071975898	0.0195326669357	0.0320674897345	0.0247445549262	0.0837645657722	0.0302010686304	0.0322786002901	0.163143057597	0.00642264849722
bin.179	4.64936714989	0.457494909511	2.5213311305	0.579271421038	1.09520323679	1.74337913126	1.25753165558	3.11332959633	0.731083499136	0.702386820165	1.36137172715	0.00810059233951
bin.50	0.744759670832	0.455498816428	1.04917979052	0.999807246248	0.952768219907	1.12419928536	0.55790624019	0.951857100047	0.375062690614	0.187529969421	0.45191682545	0.0131499397166
bin.122	0.846003213847	2.4850176096	3.3179882438	3.41071916505	0.84211612776	1.21268115028	0.490340528368	0.562815363872	0.0245925071022	0.0137535432205	0.0183289299755	0.00853310000431
bin.310	5.35880156443	2.17223539433	7.24937222197	7.24965948396	7.63607872608	8.8895010759	0.946568946589	5.47619952667	9.04090464488	1.58025402048	9.74420709261	0.0343083441791
bin.110	0.312477051792	3.83252559372	0.705618344443	2.63493568345	1.3204133604	0.801216624264	1.48029887165	1.0836706056	0.146985825356	0.316162011974	0.106105015454	0.0106466869415
bin.117	0.838665012708	0.406875201589	1.32450260403	1.06401148425	1.05118384404	1.37480347041	1.45432776848	1.47518875922	1.98234232064	0.434654263156	2.73742356992	0.00710351570145
bin.210	1.89645207085	1.67524540912	1.36969755915	1.7280914846	2.99537928708	2.38187812475	1.71230313555	1.99367045395	4.25265186538	1.3639115597	2.54056878936	0.00886050929881
bin.61	3.2630957647	2.14275366437	4.41320855998	3.70582642447	3.84893226556	4.38296028376	2.10288604176	4.51599476943	1.33965385784	0.58063514305	1.77099064545	0.0318327465674
bin.66	1.11422091373	1.43292710157	0.796421143191	2.3182887509	1.32583459793	1.11423171959	1.30362358679	0.896998833778	2.53800170109	1.97059931357	2.72196126179	0.0166155643535
bin.73	0.559730927022	0.437369202728	0.624059400215	0.657075490793	0.790125415439	0.876737104282	0.390683419012	0.845261869901	1.08615827659	0.314023665581	0.897880489108	0.00114080361467
bin.268	0.281497841376	0.287841979049	0.119684378282	0.0796154192416	0.106927104983	0.096743879882	0.393297253336	0.824339721193	1.61282002484	1.60028676535	2.95778794827	0.0239570776543
bin.263	3.39691456926	6.81330412931	7.82952072685	4.90122821124	1.82574788834	2.38069369031	4.81529693321	2.68846301721	7.04257505965	3.17263200539	4.6929210085	0.0703112436202
bin.86	1.64566016145	0.787245526186	1.73488807428	1.36901995517	1.29011887908	1.82860419962	0.763093777484	1.90359426174	1.36954195878	0.415487349286	1.099471631	0.0122015022422
bin.76	1.36985259047	1.09351022533	1.46104696393	0.884295865449	0.554928741773	1.2025682509	1.91498756276	1.75626150611	1.41950161703	0.957153758665	1.12344004081	0.0
bin.153	2.03644847564	0.801233285065	2.65452805143	2.53706175737	2.59005244307	3.46399585392	1.34126298073	2.47142512743	0.885435769414	0.283197311981	1.04178792411	0.0
bin.169	0.610615634424	0.302268981017	0.757118225627	1.81033931303	1.60920412929	1.11441300745	0.123683763946	0.871535956337	0.126477453204	0.0148541139197	0.0931672191904	0.00923755234013
bin.285	0.858707797674	0.608807111506	0.476635153882	0.831909566483	1.17522893535	0.772730905767	0.900398465256	0.821840864227	0.763174429482	0.38876856637	0.895807887129	0.00738997971471
bin.240	3.64797149322	0.48134901914	1.08343672562	0.429838035349	1.40076641643	1.28833805008	0.492043477935	1.5290387424	0.868210866589	0.780286854026	1.3404716875	0.00632349097707
bin.221	36.8155804903	27.865878384	37.475803605	49.299536521	47.3667017461	43.7719924434	27.3907820159	49.8006193796	8.87775092062	4.45321789766	14.4006789354	0.182906752124
bin.308	0.359981170231	0.270442432206	0.781176329491	0.5683435301	0.635228931055	0.606991699389	0.294400873434	0.483678878938	0.79015179052	0.206900592677	1.42422302801	0.00360373552354
bin.183	1.46282346435	0.402721727389	0.81605691651	0.560947356636	0.848212119404	0.633830596337	0.633517523593	1.3028880441	0.788223262007	0.638814140534	1.05460024197	0.00398008616014
bin.36	3.97084666051	0.484600751899	7.49214288586	10.523759769	8.72450978444	9.78885341243	0.193426167411	4.20960623074	4.86086599423	0.25528917656	6.69930620517	0.0357445817594
