bin.112.fa	Bacteria_95;Bacteroidetes_77;Flavobacteriia_80;Flavobacteriales_99;Flavobacteriaceae_98
bin.55.fa	Bacteria_77;Proteobacteria_64;Alphaproteobacteria_80;Pelagibacterales_96;Pelagibacteraceae_88
bin.15.fa	Bacteria_92;Actinobacteria_62;Actinobacteria_94;Micrococcales_74;Microbacteriaceae_79
bin.269.fa	Bacteria_99;Proteobacteria_95;Alphaproteobacteria_91;Rhodobacterales_85;Rhodobacteraceae_99
bin.246.fa	Bacteria_94
bin.189.fa	Viruses_51
bin.154.fa	Bacteria_96;Bacteroidetes_81;Flavobacteriia_73;Flavobacteriales_100;Flavobacteriaceae_99
bin.260.fa	Bacteria_94;Proteobacteria_53
bin.295.fa	Bacteria_93
bin.47.fa	Bacteria_92
bin.7.fa	Bacteria_83;Firmicutes_96;Bacilli_100;Bacillales_100;Listeriaceae_100;Listeria_89;Listeria monocytogenes_100
bin.201.fa	Bacteria_99;Proteobacteria_97;Alphaproteobacteria_94;Rhodobacterales_87;Rhodobacteraceae_99
bin.140.fa	Bacteria_98;Proteobacteria_89;Betaproteobacteria_51;Burkholderiales_96;Comamonadaceae_85;Hydrogenophaga_52;Hydrogenophaga crassostreae_75
bin.101.fa	Bacteria_87;Proteobacteria_57;Oligoflexia_72;Bacteriovoracales_95;Halobacteriovoraceae_61
bin.160.fa	Bacteria_98;Proteobacteria_90;Alphaproteobacteria_69;Rhodobacterales_73;Rhodobacteraceae_99
bin.129.fa	Bacteria_93;Proteobacteria_53
bin.195.fa	Bacteria_93
bin.156.fa	Bacteria_98;Proteobacteria_85;Alphaproteobacteria_68
bin.165.fa	Bacteria_99;Bacteroidetes_94;Flavobacteriia_98;Flavobacteriales_100;Flavobacteriaceae_100;Flavobacterium_58;Flavobacterium johnsoniae_62
bin.210.fa	Bacteria_99;Proteobacteria_96;Alphaproteobacteria_93;Rhodobacterales_86;Rhodobacteraceae_99
bin.39.fa	Bacteria_84;Proteobacteria_59;Alphaproteobacteria_85;Pelagibacterales_97;Pelagibacteraceae_92
bin.53.fa	Bacteria_97;Bacteroidetes_74;Cytophagia_51;Cytophagales_100;Cyclobacteriaceae_95
bin.289.fa	Bacteria_99;Proteobacteria_98;Gammaproteobacteria_94;Pseudomonadales_93;Pseudomonadaceae_100;Pseudomonas_83
bin.322.fa	Bacteria_97
bin.50.fa	
bin.327.fa	Bacteria_94;Actinobacteria_70;Actinobacteria_77
bin.155.fa	Bacteria_93;Bacteroidetes_91;Flavobacteriia_91;Flavobacteriales_100;Flavobacteriaceae_100
bin.200.fa	Bacteria_98;Proteobacteria_94;Gammaproteobacteria_96
bin.28.fa	Bacteria_81;Bacteroidetes_65
bin.319.fa	Bacteria_98;Proteobacteria_84;Gammaproteobacteria_64
bin.177.fa	Bacteria_97;Proteobacteria_92;Gammaproteobacteria_94;Alteromonadales_52
bin.321.fa	Bacteria_97;Proteobacteria_85;Gammaproteobacteria_64
bin.228.fa	Bacteria_95
bin.176.fa	Bacteria_100;Proteobacteria_95;Betaproteobacteria_93;Burkholderiales_97;Comamonadaceae_96;Acidovorax_55
bin.144.fa	Bacteria_88
bin.241.fa	Bacteria_99
bin.43.fa	Bacteria_86;Proteobacteria_90;Alphaproteobacteria_91;Pelagibacterales_100;Pelagibacteraceae_92;Candidatus Pelagibacter_71;Candidatus Pelagibacter sp. HIMB1321_62
bin.23.fa	Bacteria_90;Proteobacteria_78;Alphaproteobacteria_89;Pelagibacterales_97;Pelagibacteraceae_82;Candidatus Pelagibacter_53;Candidatus Pelagibacter sp. IMCC9063_74
bin.38.fa	Bacteria_98;Bacteroidetes_76;Flavobacteriia_94;Flavobacteriales_99;Flavobacteriaceae_99
bin.10.fa	Eukaryota_99;Ascomycota_99;Saccharomycetes_100;Saccharomycetales_100;Saccharomycetaceae_99;Saccharomyces_99;Saccharomyces cerevisiae_81
bin.240.fa	Bacteria_99;Proteobacteria_90;Alphaproteobacteria_78;Rhizobiales_73
bin.62.fa	Bacteria_99;Proteobacteria_97;Gammaproteobacteria_98;Alteromonadales_82;Shewanellaceae_84;Shewanella_56
bin.118.fa	Bacteria_93
bin.148.fa	
bin.18.fa	Bacteria_99;Proteobacteria_99;Gammaproteobacteria_99;Pseudomonadales_93;Moraxellaceae_99;Psychrobacter_81
bin.104.fa	Bacteria_72
bin.107.fa	Bacteria_100;Proteobacteria_99;Gammaproteobacteria_99;Pseudomonadales_99;Pseudomonadaceae_100;Pseudomonas_96
bin.272.fa	Bacteria_97;Bacteroidetes_68;Flavobacteriia_76;Flavobacteriales_99;Flavobacteriaceae_99
bin.217.fa	Bacteria_98
bin.184.fa	Viruses_52;Caudovirales_56;Myoviridae_89
bin.270.fa	Bacteria_98
bin.275.fa	Bacteria_94;Proteobacteria_53
bin.161.fa	Bacteria_99;Actinobacteria_89;Actinobacteria_59;Candidatus Nanopelagicales_88
bin.329.fa	Bacteria_96;Proteobacteria_88;Alphaproteobacteria_73;Rhodobacterales_84;Rhodobacteraceae_100
bin.93.fa	Bacteria_93;Bacteroidetes_74;Flavobacteriia_94;Flavobacteriales_100;Flavobacteriaceae_99
bin.29.fa	Bacteria_91;Proteobacteria_91;Alphaproteobacteria_94;Pelagibacterales_99;Pelagibacteraceae_97;Candidatus Pelagibacter_61;Candidatus Pelagibacter sp. HIMB1321_79
bin.84.fa	Bacteria_99;Bacteroidetes_92;Flavobacteriia_95;Flavobacteriales_100;Flavobacteriaceae_99
bin.8.fa	Bacteria_89;Proteobacteria_97;Gammaproteobacteria_97;Pseudomonadales_100;Pseudomonadaceae_100;Pseudomonas_99
bin.187.fa	Bacteria_99;Proteobacteria_98;Gammaproteobacteria_98;Oceanospirillales_79;Oceanospirillaceae_99;Marinomonas_95;Marinomonas sp. MWYL1_99
bin.71.fa	
bin.251.fa	Viruses_51;Caudovirales_54;Myoviridae_53
bin.60.fa	Bacteria_88;Actinobacteria_51;Actinobacteria_72;Candidatus Nanopelagicales_80
bin.44.fa	Bacteria_79;Bacteroidetes_84;Flavobacteriia_89;Flavobacteriales_100;Flavobacteriaceae_100
bin.254.fa	Bacteria_98;Proteobacteria_92;Alphaproteobacteria_71
bin.51.fa	Bacteria_97
bin.5.fa	Bacteria_99;Firmicutes_97;Bacilli_100;Lactobacillales_93;Enterococcaceae_99;Enterococcus_87;Enterococcus faecalis_51
bin.305.fa	Bacteria_100;Actinobacteria_96
bin.281.fa	Bacteria_99
bin.136.fa	Bacteria_90;Proteobacteria_61;Gammaproteobacteria_58
bin.0.fa	Bacteria_98
bin.87.fa	Bacteria_99;Proteobacteria_93;Betaproteobacteria_86;Burkholderiales_96;Comamonadaceae_90
bin.323.fa	Viruses_84;Caudovirales_95;Myoviridae_68
bin.326.fa	Bacteria_98;Proteobacteria_98;Gammaproteobacteria_99;Oceanospirillales_91;Oceanospirillaceae_100;Thalassolituus_98;Thalassolituus oleivorans_100
bin.142.fa	Bacteria_89;Bacteroidetes_78;Flavobacteriia_97;Flavobacteriales_100;Flavobacteriaceae_99
